============================================================
Domain:		PST
Dimensions:	12
|S|:		5451776
|A|:		27
|S|x|A|:		147197952
Episode Cap:	1000
Gamma:		0.9
NUM_UAV:		3
============================================================
Representation:		IndependentDiscretizationCompactBinary
Features per action:	52
Binary Dimensions:	[ 6  7  8  9 10 11]
============================================================
Representation:		iFDD
Features per action:	52
Initial Representation:	IndependentDiscretizationCompactBinary
Plus:			1
Sparsify:		1
Cached:			1
Online Threshold:	22.000
Batch Threshold:		22.000
Max Batch Discovery:	20
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-22/2-results.txt
Learning Steps:		50000
Performance Checks:	1
Log Intervals:		1(s)
133: E[0:00:01]-R[0:06:47]: Return=-77.00, Steps=13, Features = 243
225: E[0:00:02]-R[0:08:00]: Return=-93.00, Steps=32, Features = 285
368: E[0:00:03]-R[0:07:47]: Return=-128.00, Steps=56, Features = 357
464: E[0:00:05]-R[0:08:12]: Return=-92.00, Steps=31, Features = 392
570: E[0:00:06]-R[0:08:34]: Return=-88.00, Steps=26, Features = 416
682: E[0:00:07]-R[0:08:30]: Return=-109.00, Steps=46, Features = 468
798: E[0:00:08]-R[0:08:26]: Return=-49.00, Steps=16, Features = 522
856: E[0:00:09]-R[0:08:50]: Return=-43.00, Steps=16, Features = 564
942: E[0:00:10]-R[0:09:03]: Return=-99.00, Steps=25, Features = 602
1037: E[0:00:11]-R[0:09:01]: Return=-83.00, Steps=16, Features = 632
1138: E[0:00:12]-R[0:08:55]: Return=-125.00, Steps=42, Features = 668
1258: E[0:00:14]-R[0:08:45]: Return=-55.00, Steps=33, Features = 711
1387: E[0:00:15]-R[0:08:43]: Return=-171.00, Steps=77, Features = 738
1489: E[0:00:16]-R[0:08:47]: Return=-116.00, Steps=45, Features = 776
1611: E[0:00:18]-R[0:09:03]: Return=-133.00, Steps=63, Features = 800
1696: E[0:00:19]-R[0:09:06]: Return=-77.00, Steps=13, Features = 829
1771: E[0:00:20]-R[0:09:15]: Return=-86.00, Steps=27, Features = 866
1875: E[0:00:22]-R[0:09:27]: Return=-137.00, Steps=47, Features = 882
1943: E[0:00:23]-R[0:09:38]: Return=-37.00, Steps=20, Features = 896
2001: E[0:00:24]-R[0:09:44]: Return=-65.00, Steps=25, Features = 914
2068: E[0:00:26]-R[0:09:54]: Return=-113.00, Steps=30, Features = 940
2173: E[0:00:27]-R[0:09:51]: Return=-93.00, Steps=65, Features = 955
2274: E[0:00:28]-R[0:09:45]: Return=-70.00, Steps=11, Features = 997
2344: E[0:00:29]-R[0:09:48]: Return=-64.00, Steps=53, Features = 1011
2443: E[0:00:30]-R[0:09:43]: Return=-105.00, Steps=29, Features = 1035
2542: E[0:00:31]-R[0:09:39]: Return=-61.00, Steps=13, Features = 1074
2597: E[0:00:32]-R[0:09:45]: Return=-51.00, Steps=10, Features = 1100
2687: E[0:00:34]-R[0:09:52]: Return=-87.00, Steps=56, Features = 1132
2753: E[0:00:35]-R[0:09:55]: Return=-83.00, Steps=54, Features = 1154
2807: E[0:00:36]-R[0:10:02]: Return=-31.00, Steps=11, Features = 1169
2889: E[0:00:37]-R[0:10:02]: Return=-110.00, Steps=44, Features = 1192
2983: E[0:00:38]-R[0:09:58]: Return=-79.00, Steps=22, Features = 1218
3054: E[0:00:39]-R[0:10:05]: Return=-32.00, Steps=19, Features = 1241
3157: E[0:00:41]-R[0:10:06]: Return=-46.00, Steps=27, Features = 1256
3226: E[0:00:42]-R[0:10:08]: Return=-71.00, Steps=10, Features = 1274
3310: E[0:00:43]-R[0:10:11]: Return=-65.00, Steps=50, Features = 1284
3355: E[0:00:44]-R[0:10:16]: Return=-63.00, Steps=14, Features = 1299
3406: E[0:00:46]-R[0:10:23]: Return=-30.00, Steps=17, Features = 1326
3455: E[0:00:47]-R[0:10:30]: Return=-70.00, Steps=11, Features = 1335
3520: E[0:00:48]-R[0:10:35]: Return=-83.00, Steps=25, Features = 1354
3617: E[0:00:49]-R[0:10:31]: Return=-40.00, Steps=25, Features = 1390
3702: E[0:00:50]-R[0:10:30]: Return=-90.00, Steps=29, Features = 1407
3802: E[0:00:52]-R[0:10:29]: Return=-32.00, Steps=41, Features = 1428
3884: E[0:00:53]-R[0:10:27]: Return=40.00, Steps=14, Features = 1476
3970: E[0:00:54]-R[0:10:25]: Return=-52.00, Steps=10, Features = 1507
4089: E[0:00:55]-R[0:10:21]: Return=-74.00, Steps=62, Features = 1536
4171: E[0:00:56]-R[0:10:21]: Return=-83.00, Steps=24, Features = 1560
4233: E[0:00:58]-R[0:10:24]: Return=-31.00, Steps=20, Features = 1574
4298: E[0:00:59]-R[0:10:25]: Return=-71.00, Steps=11, Features = 1601
4386: E[0:01:00]-R[0:10:23]: Return=-17.00, Steps=14, Features = 1627
4487: E[0:01:01]-R[0:10:20]: Return=-16.00, Steps=20, Features = 1651
4536: E[0:01:02]-R[0:10:23]: Return=-75.00, Steps=11, Features = 1662
4620: E[0:01:04]-R[0:10:28]: Return=-36.00, Steps=34, Features = 1695
4703: E[0:01:06]-R[0:10:34]: Return=-49.00, Steps=37, Features = 1712
4770: E[0:01:07]-R[0:10:38]: Return=-105.00, Steps=43, Features = 1724
4864: E[0:01:09]-R[0:10:37]: Return=-135.00, Steps=51, Features = 1742
4925: E[0:01:10]-R[0:10:38]: Return=-174.00, Steps=61, Features = 1748
5021: E[0:01:11]-R[0:10:38]: Return=-59.00, Steps=42, Features = 1776
5110: E[0:01:12]-R[0:10:36]: Return=-50.00, Steps=13, Features = 1790
5166: E[0:01:14]-R[0:10:38]: Return=-32.00, Steps=11, Features = 1815
5251: E[0:01:15]-R[0:10:37]: Return=43.00, Steps=21, Features = 1838
5319: E[0:01:16]-R[0:10:40]: Return=-46.00, Steps=27, Features = 1863
5378: E[0:01:17]-R[0:10:42]: Return=-152.00, Steps=59, Features = 1865
5420: E[0:01:18]-R[0:10:45]: Return=-47.00, Steps=42, Features = 1871
5460: E[0:01:20]-R[0:10:49]: Return=-54.00, Steps=11, Features = 1887
5571: E[0:01:22]-R[0:10:53]: Return=-115.00, Steps=60, Features = 1904
5659: E[0:01:24]-R[0:10:54]: Return=-129.00, Steps=43, Features = 1920
5720: E[0:01:25]-R[0:10:54]: Return=-58.00, Steps=24, Features = 1934
5776: E[0:01:26]-R[0:10:57]: Return=-56.00, Steps=10, Features = 1944
5816: E[0:01:27]-R[0:11:00]: Return=-23.00, Steps=16, Features = 1953
5925: E[0:01:28]-R[0:10:57]: Return=-111.00, Steps=67, Features = 1974
5984: E[0:01:30]-R[0:11:00]: Return=-33.00, Steps=24, Features = 1982
6079: E[0:01:31]-R[0:10:58]: Return=-148.00, Steps=53, Features = 2009
6133: E[0:01:32]-R[0:10:59]: Return=-14.00, Steps=10, Features = 2027
6178: E[0:01:33]-R[0:11:02]: Return=-55.00, Steps=17, Features = 2034
6247: E[0:01:35]-R[0:11:04]: Return=-60.00, Steps=20, Features = 2050
