============================================================
Domain:		PST
Dimensions:	12
|S|:		5451776
|A|:		27
|S|x|A|:		147197952
Episode Cap:	1000
Gamma:		0.9
NUM_UAV:		3
============================================================
Representation:		IndependentDiscretizationCompactBinary
Features per action:	52
Binary Dimensions:	[ 6  7  8  9 10 11]
============================================================
Representation:		iFDD
Features per action:	52
Initial Representation:	IndependentDiscretizationCompactBinary
Plus:			1
Sparsify:		1
Cached:			1
Online Threshold:	25.000
Batch Threshold:		25.000
Max Batch Discovery:	20
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-25/1-results.txt
Learning Steps:		50000
Performance Checks:	5
Log Intervals:		1(s)
165: E[0:00:01]-R[0:05:58]: Return=-104.00, Steps=28, Features = 188
319: E[0:00:03]-R[0:06:34]: Return=-92.00, Steps=46, Features = 268
420: E[0:00:04]-R[0:06:59]: Return=-71.00, Steps=10, Features = 343
601: E[0:00:05]-R[0:06:51]: Return=-101.00, Steps=66, Features = 380
728: E[0:00:06]-R[0:06:50]: Return=-76.00, Steps=10, Features = 425
845: E[0:00:07]-R[0:06:59]: Return=-79.00, Steps=27, Features = 493
944: E[0:00:08]-R[0:07:08]: Return=-79.00, Steps=11, Features = 558
1050: E[0:00:09]-R[0:07:18]: Return=-37.00, Steps=11, Features = 622
1134: E[0:00:10]-R[0:07:30]: Return=-73.00, Steps=10, Features = 680
1254: E[0:00:12]-R[0:07:45]: Return=-101.00, Steps=42, Features = 729
1344: E[0:00:13]-R[0:07:51]: Return=-157.00, Steps=56, Features = 756
1450: E[0:00:14]-R[0:07:50]: Return=-93.00, Steps=20, Features = 800
1640: E[0:00:16]-R[0:07:45]: Return=-105.00, Steps=91, Features = 851
1742: E[0:00:17]-R[0:07:47]: Return=-64.00, Steps=10, Features = 887
1818: E[0:00:18]-R[0:07:55]: Return=-57.00, Steps=11, Features = 921
1915: E[0:00:19]-R[0:08:01]: Return=-71.00, Steps=39, Features = 959
2017: E[0:00:20]-R[0:08:05]: Return=-89.00, Steps=26, Features = 995
2101: E[0:00:21]-R[0:08:09]: Return=-54.00, Steps=10, Features = 1030
2179: E[0:00:23]-R[0:08:17]: Return=-43.00, Steps=15, Features = 1063
2255: E[0:00:24]-R[0:08:21]: Return=-81.00, Steps=12, Features = 1090
2375: E[0:00:25]-R[0:08:20]: Return=-109.00, Steps=27, Features = 1131
2469: E[0:00:26]-R[0:08:21]: Return=-56.00, Steps=11, Features = 1163
2518: E[0:00:27]-R[0:08:30]: Return=-94.00, Steps=28, Features = 1190
2598: E[0:00:28]-R[0:08:34]: Return=-59.00, Steps=12, Features = 1218
2673: E[0:00:29]-R[0:08:39]: Return=-82.00, Steps=17, Features = 1233
2789: E[0:00:31]-R[0:08:39]: Return=-113.00, Steps=31, Features = 1255
2855: E[0:00:32]-R[0:08:46]: Return=-75.00, Steps=15, Features = 1268
2942: E[0:00:33]-R[0:08:47]: Return=-80.00, Steps=13, Features = 1300
3001: E[0:00:34]-R[0:08:53]: Return=-39.00, Steps=13, Features = 1312
3060: E[0:00:35]-R[0:08:59]: Return=-98.00, Steps=32, Features = 1320
3155: E[0:00:36]-R[0:08:58]: Return=-77.00, Steps=11, Features = 1338
3258: E[0:00:38]-R[0:09:00]: Return=-24.00, Steps=37, Features = 1349
3367: E[0:00:39]-R[0:09:01]: Return=-71.00, Steps=18, Features = 1374
3416: E[0:00:40]-R[0:09:08]: Return=-39.00, Steps=22, Features = 1390
3503: E[0:00:41]-R[0:09:09]: Return=-116.00, Steps=51, Features = 1409
3608: E[0:00:43]-R[0:09:07]: Return=-51.00, Steps=20, Features = 1437
3697: E[0:00:44]-R[0:09:08]: Return=-73.00, Steps=19, Features = 1458
3780: E[0:00:45]-R[0:09:09]: Return=-88.00, Steps=30, Features = 1490
3863: E[0:00:46]-R[0:09:10]: Return=-59.00, Steps=11, Features = 1523
3956: E[0:00:47]-R[0:09:09]: Return=-78.00, Steps=14, Features = 1549
4030: E[0:00:48]-R[0:09:11]: Return=-75.00, Steps=11, Features = 1569
4092: E[0:00:50]-R[0:09:16]: Return=-105.00, Steps=28, Features = 1584
4182: E[0:00:51]-R[0:09:16]: Return=-55.00, Steps=22, Features = 1611
4256: E[0:00:52]-R[0:09:19]: Return=-71.00, Steps=13, Features = 1638
4315: E[0:00:53]-R[0:09:26]: Return=-86.00, Steps=17, Features = 1662
4391: E[0:00:55]-R[0:09:29]: Return=-49.00, Steps=76, Features = 1667
4486: E[0:00:56]-R[0:09:29]: Return=-38.00, Steps=50, Features = 1683
4583: E[0:00:57]-R[0:09:26]: Return=-74.00, Steps=26, Features = 1694
4665: E[0:00:58]-R[0:09:26]: Return=-32.00, Steps=12, Features = 1734
4744: E[0:01:00]-R[0:09:28]: Return=-142.00, Steps=66, Features = 1740
4819: E[0:01:01]-R[0:09:30]: Return=-72.00, Steps=17, Features = 1760
4859: E[0:01:02]-R[0:09:34]: Return=-68.00, Steps=10, Features = 1774
4930: E[0:01:03]-R[0:09:35]: Return=-41.00, Steps=13, Features = 1811
5012: E[0:01:04]-R[0:09:37]: Return=-58.00, Steps=24, Features = 1828
5088: E[0:01:05]-R[0:09:37]: Return=-16.00, Steps=11, Features = 1856
5170: E[0:01:07]-R[0:09:38]: Return=-17.00, Steps=29, Features = 1882
5217: E[0:01:08]-R[0:09:42]: Return=-76.00, Steps=10, Features = 1903
5279: E[0:01:09]-R[0:09:43]: Return=-35.00, Steps=11, Features = 1917
5332: E[0:01:10]-R[0:09:45]: Return=-77.00, Steps=11, Features = 1933
5431: E[0:01:12]-R[0:09:48]: Return=-77.00, Steps=55, Features = 1956
5491: E[0:01:13]-R[0:09:54]: Return=-25.00, Steps=26, Features = 1975
5559: E[0:01:14]-R[0:09:54]: Return=-76.00, Steps=14, Features = 1993
5637: E[0:01:16]-R[0:09:56]: Return=-78.00, Steps=32, Features = 2006
5717: E[0:01:17]-R[0:09:55]: Return=-80.00, Steps=17, Features = 2018
5781: E[0:01:18]-R[0:09:57]: Return=-138.00, Steps=64, Features = 2021
5830: E[0:01:19]-R[0:09:59]: Return=-77.00, Steps=24, Features = 2035
5899: E[0:01:20]-R[0:10:00]: Return=-71.00, Steps=23, Features = 2047
5982: E[0:01:21]-R[0:09:59]: Return=-57.00, Steps=21, Features = 2061
6053: E[0:01:23]-R[0:10:00]: Return=-88.00, Steps=31, Features = 2079
6129: E[0:01:24]-R[0:10:02]: Return=-95.00, Steps=31, Features = 2089
6200: E[0:01:25]-R[0:10:03]: Return=-117.00, Steps=33, Features = 2099
6243: E[0:01:26]-R[0:10:06]: Return=-76.00, Steps=23, Features = 2107
6307: E[0:01:28]-R[0:10:08]: Return=-54.00, Steps=10, Features = 2123
6387: E[0:01:29]-R[0:10:10]: Return=-71.00, Steps=29, Features = 2134
6461: E[0:01:31]-R[0:10:11]: Return=-79.00, Steps=15, Features = 2149
6509: E[0:01:32]-R[0:10:13]: Return=-57.00, Steps=21, Features = 2156
6575: E[0:01:33]-R[0:10:16]: Return=-91.00, Steps=28, Features = 2174
6661: E[0:01:35]-R[0:10:18]: Return=-91.00, Steps=66, Features = 2188
6702: E[0:01:36]-R[0:10:20]: Return=-36.00, Steps=10, Features = 2214
6767: E[0:01:37]-R[0:10:22]: Return=-73.00, Steps=10, Features = 2238
6818: E[0:01:38]-R[0:10:23]: Return=-74.00, Steps=29, Features = 2247
6870: E[0:01:40]-R[0:10:25]: Return=-54.00, Steps=10, Features = 2286
6945: E[0:01:41]-R[0:10:26]: Return=-105.00, Steps=45, Features = 2316
7013: E[0:01:42]-R[0:10:26]: Return=-51.00, Steps=18, Features = 2337
7059: E[0:01:44]-R[0:10:31]: Return=-27.00, Steps=46, Features = 2340
7107: E[0:01:45]-R[0:10:32]: Return=-75.00, Steps=12, Features = 2354
7150: E[0:01:46]-R[0:10:37]: Return=-89.00, Steps=17, Features = 2359
7225: E[0:01:47]-R[0:10:36]: Return=-54.00, Steps=31, Features = 2377
7265: E[0:01:49]-R[0:10:39]: Return=-81.00, Steps=16, Features = 2382
7313: E[0:01:50]-R[0:10:41]: Return=-76.00, Steps=10, Features = 2394
7361: E[0:01:51]-R[0:10:44]: Return=-97.00, Steps=25, Features = 2406
7431: E[0:01:52]-R[0:10:42]: Return=-75.00, Steps=12, Features = 2423
7485: E[0:01:53]-R[0:10:44]: Return=-35.00, Steps=13, Features = 2437
7526: E[0:01:54]-R[0:10:45]: Return=-45.00, Steps=19, Features = 2449
7563: E[0:01:56]-R[0:10:48]: Return=-13.00, Steps=12, Features = 2461
7630: E[0:01:57]-R[0:10:47]: Return=-80.00, Steps=23, Features = 2486
7727: E[0:01:58]-R[0:10:46]: Return=-74.00, Steps=34, Features = 2513
7787: E[0:01:59]-R[0:10:48]: Return=-140.00, Steps=40, Features = 2521
7846: E[0:02:01]-R[0:10:51]: Return=-54.00, Steps=38, Features = 2551
7913: E[0:02:02]-R[0:10:50]: Return=-77.00, Steps=13, Features = 2575
7957: E[0:02:03]-R[0:10:51]: Return=-41.00, Steps=17, Features = 2588
8023: E[0:02:05]-R[0:10:52]: Return=-81.00, Steps=28, Features = 2601
8069: E[0:02:06]-R[0:10:53]: Return=-90.00, Steps=22, Features = 2606
8145: E[0:02:07]-R[0:10:52]: Return=-55.00, Steps=32, Features = 2619
8191: E[0:02:08]-R[0:10:54]: Return=-85.00, Steps=46, Features = 2626
8238: E[0:02:09]-R[0:10:55]: Return=-91.00, Steps=29, Features = 2635
8279: E[0:02:10]-R[0:10:57]: Return=-82.00, Steps=15, Features = 2644
8335: E[0:02:12]-R[0:10:58]: Return=-72.00, Steps=24, Features = 2656
8381: E[0:02:13]-R[0:10:59]: Return=-125.00, Steps=46, Features = 2661
8429: E[0:02:14]-R[0:11:00]: Return=-83.00, Steps=16, Features = 2670
8480: E[0:02:15]-R[0:11:01]: Return=-31.00, Steps=21, Features = 2679
8540: E[0:02:16]-R[0:11:02]: Return=-93.00, Steps=31, Features = 2687
8608: E[0:02:18]-R[0:11:01]: Return=-98.00, Steps=30, Features = 2695
8668: E[0:02:19]-R[0:11:01]: Return=-111.00, Steps=29, Features = 2704
8731: E[0:02:20]-R[0:11:01]: Return=-82.00, Steps=15, Features = 2720
8782: E[0:02:21]-R[0:11:03]: Return=-52.00, Steps=31, Features = 2732
8839: E[0:02:23]-R[0:11:05]: Return=-57.00, Steps=16, Features = 2746
8908: E[0:02:24]-R[0:11:04]: Return=-109.00, Steps=31, Features = 2761
8975: E[0:02:25]-R[0:11:02]: Return=-98.00, Steps=50, Features = 2771
9020: E[0:02:26]-R[0:11:04]: Return=-96.00, Steps=34, Features = 2776
9100: E[0:02:27]-R[0:11:02]: Return=-99.00, Steps=29, Features = 2788
9186: E[0:02:29]-R[0:11:02]: Return=-146.00, Steps=59, Features = 2799
9261: E[0:02:30]-R[0:11:02]: Return=-142.00, Steps=51, Features = 2818
9338: E[0:02:32]-R[0:11:03]: Return=-179.00, Steps=77, Features = 2825
9385: E[0:02:33]-R[0:11:03]: Return=-55.00, Steps=12, Features = 2828
9503: E[0:02:36]-R[0:11:04]: Return=-95.00, Steps=60, Features = 2845
9552: E[0:02:37]-R[0:11:04]: Return=-61.00, Steps=16, Features = 2857
9609: E[0:02:38]-R[0:11:05]: Return=-149.00, Steps=57, Features = 2858
9657: E[0:02:39]-R[0:11:05]: Return=-92.00, Steps=23, Features = 2877
9703: E[0:02:40]-R[0:11:06]: Return=-114.00, Steps=33, Features = 2883
9756: E[0:02:42]-R[0:11:06]: Return=-68.00, Steps=24, Features = 2900
9836: E[0:02:43]-R[0:11:06]: Return=-138.00, Steps=53, Features = 2905
9892: E[0:02:44]-R[0:11:07]: Return=-75.00, Steps=29, Features = 2910
9995: E[0:02:46]-R[0:11:05]: Return=-148.00, Steps=49, Features = 2929
10000 >>> E[0:02:46]-R[0:11:06]: Return=-69.00, Steps=21, Features = 2929
10131: E[0:02:49]-R[0:11:04]: Return=-158.00, Steps=87, Features = 2942
10200: E[0:02:50]-R[0:11:03]: Return=-76.00, Steps=13, Features = 2962
10236: E[0:02:51]-R[0:11:05]: Return=-84.00, Steps=18, Features = 2966
10289: E[0:02:52]-R[0:11:05]: Return=-57.00, Steps=24, Features = 2972
10343: E[0:02:54]-R[0:11:06]: Return=-67.00, Steps=25, Features = 2981
10414: E[0:02:55]-R[0:11:07]: Return=-46.00, Steps=24, Features = 2987
10483: E[0:02:57]-R[0:11:06]: Return=-77.00, Steps=15, Features = 2992
10567: E[0:02:58]-R[0:11:05]: Return=-112.00, Steps=51, Features = 3000
10636: E[0:03:00]-R[0:11:07]: Return=-97.00, Steps=42, Features = 3008
10679: E[0:03:01]-R[0:11:08]: Return=-78.00, Steps=13, Features = 3021
10713: E[0:03:02]-R[0:11:09]: Return=-79.00, Steps=15, Features = 3024
10761: E[0:03:04]-R[0:11:09]: Return=-32.00, Steps=12, Features = 3032
10832: E[0:03:05]-R[0:11:08]: Return=-141.00, Steps=71, Features = 3037
10895: E[0:03:06]-R[0:11:08]: Return=-81.00, Steps=14, Features = 3044
10966: E[0:03:07]-R[0:11:06]: Return=-77.00, Steps=12, Features = 3063
11027: E[0:03:08]-R[0:11:06]: Return=-42.00, Steps=13, Features = 3072
11079: E[0:03:10]-R[0:11:06]: Return=-61.00, Steps=15, Features = 3079
11138: E[0:03:11]-R[0:11:07]: Return=-79.00, Steps=34, Features = 3096
11222: E[0:03:13]-R[0:11:06]: Return=-113.00, Steps=48, Features = 3104
11299: E[0:03:14]-R[0:11:05]: Return=-102.00, Steps=35, Features = 3116
11350: E[0:03:15]-R[0:11:05]: Return=-59.00, Steps=17, Features = 3124
11452: E[0:03:17]-R[0:11:03]: Return=-162.00, Steps=86, Features = 3127
11522: E[0:03:18]-R[0:11:02]: Return=-63.00, Steps=41, Features = 3143
11566: E[0:03:19]-R[0:11:02]: Return=-70.00, Steps=19, Features = 3152
11624: E[0:03:21]-R[0:11:02]: Return=-49.00, Steps=20, Features = 3162
11647: E[0:03:22]-R[0:11:04]: Return=-57.00, Steps=12, Features = 3168
11716: E[0:03:23]-R[0:11:03]: Return=-105.00, Steps=43, Features = 3172
11767: E[0:03:24]-R[0:11:03]: Return=-71.00, Steps=12, Features = 3183
11817: E[0:03:25]-R[0:11:04]: Return=-36.00, Steps=10, Features = 3198
11855: E[0:03:27]-R[0:11:06]: Return=-83.00, Steps=17, Features = 3202
11923: E[0:03:28]-R[0:11:05]: Return=-60.00, Steps=27, Features = 3215
11985: E[0:03:30]-R[0:11:05]: Return=-80.00, Steps=12, Features = 3223
12026: E[0:03:31]-R[0:11:05]: Return=-72.00, Steps=11, Features = 3229
12093: E[0:03:32]-R[0:11:05]: Return=-69.00, Steps=19, Features = 3251
12152: E[0:03:34]-R[0:11:05]: Return=-52.00, Steps=16, Features = 3261
12213: E[0:03:35]-R[0:11:04]: Return=-67.00, Steps=10, Features = 3285
12263: E[0:03:36]-R[0:11:04]: Return=-68.00, Steps=12, Features = 3296
12332: E[0:03:37]-R[0:11:04]: Return=-99.00, Steps=38, Features = 3306
12398: E[0:03:39]-R[0:11:03]: Return=-95.00, Steps=27, Features = 3314
12439: E[0:03:40]-R[0:11:04]: Return=-52.00, Steps=13, Features = 3322
12545: E[0:03:42]-R[0:11:03]: Return=-54.00, Steps=60, Features = 3339
12595: E[0:03:43]-R[0:11:03]: Return=-36.00, Steps=11, Features = 3345
12637: E[0:03:45]-R[0:11:05]: Return=-38.00, Steps=11, Features = 3352
12676: E[0:03:46]-R[0:11:06]: Return=-60.00, Steps=15, Features = 3357
12793: E[0:03:49]-R[0:11:05]: Return=-143.00, Steps=100, Features = 3365
12851: E[0:03:50]-R[0:11:06]: Return=-28.00, Steps=19, Features = 3377
12893: E[0:03:51]-R[0:11:06]: Return=-33.00, Steps=14, Features = 3388
12945: E[0:03:52]-R[0:11:05]: Return=-74.00, Steps=27, Features = 3398
12997: E[0:03:53]-R[0:11:05]: Return=-85.00, Steps=52, Features = 3400
13055: E[0:03:55]-R[0:11:04]: Return=-60.00, Steps=15, Features = 3408
13149: E[0:03:57]-R[0:11:03]: Return=-89.00, Steps=61, Features = 3423
13209: E[0:03:58]-R[0:11:02]: Return=-79.00, Steps=17, Features = 3433
13260: E[0:03:59]-R[0:11:02]: Return=-74.00, Steps=15, Features = 3449
13314: E[0:04:00]-R[0:11:01]: Return=-86.00, Steps=54, Features = 3452
13375: E[0:04:01]-R[0:11:01]: Return=-79.00, Steps=47, Features = 3458
13432: E[0:04:02]-R[0:11:00]: Return=-71.00, Steps=10, Features = 3466
13466: E[0:04:03]-R[0:11:00]: Return=-45.00, Steps=17, Features = 3468
13529: E[0:04:05]-R[0:11:00]: Return=-51.00, Steps=63, Features = 3471
13623: E[0:04:07]-R[0:11:00]: Return=-53.00, Steps=55, Features = 3480
13672: E[0:04:08]-R[0:11:00]: Return=-68.00, Steps=18, Features = 3495
13749: E[0:04:10]-R[0:11:00]: Return=-71.00, Steps=65, Features = 3499
13801: E[0:04:12]-R[0:11:00]: Return=-105.00, Steps=41, Features = 3508
13848: E[0:04:13]-R[0:11:00]: Return=-56.00, Steps=12, Features = 3524
13882: E[0:04:14]-R[0:11:02]: Return=-74.00, Steps=34, Features = 3526
13930: E[0:04:15]-R[0:11:02]: Return=-49.00, Steps=15, Features = 3534
14003: E[0:04:18]-R[0:11:03]: Return=-104.00, Steps=39, Features = 3544
14070: E[0:04:20]-R[0:11:03]: Return=-54.00, Steps=33, Features = 3558
14133: E[0:04:21]-R[0:11:03]: Return=-89.00, Steps=63, Features = 3565
14166: E[0:04:22]-R[0:11:03]: Return=-52.00, Steps=22, Features = 3568
14222: E[0:04:24]-R[0:11:03]: Return=-74.00, Steps=22, Features = 3580
14261: E[0:04:25]-R[0:11:04]: Return=-35.00, Steps=14, Features = 3588
14308: E[0:04:26]-R[0:11:04]: Return=-49.00, Steps=19, Features = 3594
14335: E[0:04:27]-R[0:11:05]: Return=-77.00, Steps=14, Features = 3601
14410: E[0:04:29]-R[0:11:05]: Return=-77.00, Steps=50, Features = 3611
14526: E[0:04:32]-R[0:11:04]: Return=-198.00, Steps=75, Features = 3624
14598: E[0:04:33]-R[0:11:03]: Return=-87.00, Steps=62, Features = 3636
